t,sd2(t)
174,239.47581583959575
175,249.94648396517698
176,227.841533754187
177,235.1489434700085
178,242.64159066310376
179,228.49864034611164
180,248.6864355098276
181,242.936350076289
182,240.10979475918222
183,211.29840517813915
184,233.10655731050298
185,232.9018561151655
186,234.9355897327454
187,230.68791122250641
188,244.10130366355057
189,227.34895828453165
190,290.3141369778296
191,319.2008381881068
192,336.2421897495604
193,329.85562793794634
194,315.1830474022829
195,318.90877007151863
196,297.451159656434
197,306.45138031980514
198,297.913771425282
199,266.8491678289522
200,252.72452080372847
201,272.63761408950523
202,260.3286815109994
203,240.95682378422254
204,248.0179353573267
205,241.95656656609955
206,245.89309482210666
207,233.5061460421274
208,255.73805514306093
209,281.8981871942191
210,303.6131978898044
211,280.7708296518579
212,284.15868471189526
213,275.63141599886495
214,258.681094136193
215,258.43204860243327
216,318.5754861525714
217,350.4703894128504
218,356.86299577630933
219,359.06081798132277
220,355.38112048623094
221,333.45661241179863
222,327.49640907388164
223,350.7876955741635
224,334.49984403904256
225,324.4030592567922
226,294.44169588661873
227,295.19951926776525
228,299.0516039718705
229,297.36264076735216
230,308.2202306369634
231,301.91828940839883
232,317.96679693368526
233,299.0927658049308
234,304.3624703720987
235,298.6572577951656
236,297.85459944968034
237,298.72053044992
238,295.3249445626441
239,319.2085538318289
240,310.9287094488216
241,305.3446939699253
242,349.94622628953385
243,368.1029615690415
244,399.94303025808745
245,409.2142377303494
246,389.714927303875
247,391.4044036279967
248,379.94836798056167
249,362.70981922163867
250,351.85649836307164
251,336.5912772725339
252,348.96240991940437
253,321.7514775318857
254,346.02030957601414
255,313.8349301601324
256,319.6694927760421
257,317.1363169029311
258,333.15959783808154
259,332.36980577545535
260,328.7085689776099
261,329.7846157123359
262,333.0258814130168
263,340.2375691671702
264,335.59532928703453
265,323.98079892234216
266,340.28310640419147
267,349.9030116111728
268,371.1803141998096
269,400.27349226874856
270,417.91529312097407
271,415.9769908761031
272,413.4216912475808
273,414.891135458926
274,406.31278403263076
275,382.03358662257835
276,377.81738985320237
277,372.326919405302
278,389.35887494278893
279,369.5531149326049
280,371.7052562691197
281,373.30697799359876
282,350.9020677907567
283,367.54740575665255
284,360.4759025578086
285,363.9450520159995
286,369.0048577485388
287,374.04742783873985
288,349.893759317291
289,357.0004708609466
290,357.4849155710908
291,369.41080047922674
292,354.18376503419256
293,382.93087022450817
294,398.85783264294815
295,431.33494480260816
296,464.5787624271958
297,466.07610915173206
298,449.56682973441303
299,458.6257401967819
300,437.73805984521493
301,450.16988678287794
302,408.4418480697196
303,395.53248727930765
304,402.3522685118604
305,382.14938441505205
306,395.01409045831383
307,401.03578541051667
308,401.30988366641424
309,383.61613840691973
310,404.25316936259424
311,379.51081330456003
312,404.25602438251127
313,385.057461669839
314,402.501622424663
315,404.821947667266
316,420.3740998303286
317,388.81779451166
318,398.4218009543793
319,414.99150218340174
320,415.60823407438545
321,444.32235163808696
322,478.1605675023256
323,472.6601668052519
324,487.4757471927782
325,496.48833901337554
326,482.32599712184617
327,463.59969945201146
328,436.8302895575057
329,425.95496659092606
330,447.4032552104019
331,429.145494553553
332,432.6162135836872
333,412.31019614064843
334,422.82767973392873
335,435.7748078533184
336,422.61120129832307
337,423.07290128482805
338,425.5753110089305
339,424.88116956638794
340,449.42111640421626
341,443.3393668258828
342,427.9694333084155
343,457.7137210405618
344,426.422022816976
345,442.3713510213742
346,440.3668910719508
347,497.0225288981878
348,519.5281740113365
349,522.5023556500533
350,517.746802083124
351,534.8291808724241
352,530.7163349770377
353,513.8270676542776
354,495.7049475718964
355,504.6830702903411
356,492.44417709639737
357,473.9882625569655
358,473.3851379233452
359,462.68753733668564
360,461.6699804046887
361,471.3593910783277
362,469.2029010472693
363,472.8548511593071
364,483.9347675136143
365,460.2479641046507
366,462.98427125454856
367,453.376973344118
368,473.3644816293443
369,492.8057887197192
370,487.2110279304531
371,489.7653904860925
372,477.869347322539
373,522.0996910732168
374,542.6183750380555
375,551.953474128044
376,540.6882630494939
377,546.1794330767406
378,544.1821024956973
379,510.3620757855372
380,486.97067855223827
381,484.24349478943753
382,488.20505729763937
383,497.05861128631983
384,503.3541300873284
385,488.7554049786075
386,499.2519602159401
387,484.41971178791016
388,505.1301226489798
389,511.46071344562654
390,517.7544031281442
391,492.20410089208497
392,504.37531459343637
393,502.72479660423227
394,495.07574828814535
395,492.04996264739714
396,508.7061888578735
397,514.5545601813795
398,520.0019555432322
399,540.3996951467448
400,584.5564356166783
401,582.3195350297494
402,587.0254853405318
403,590.489968056198
404,608.2385931558451
405,566.4628036830429
406,544.4566235138251
407,546.9966912860426
408,539.356978094554
409,540.1788518994911
410,519.9535015693997
411,518.8778550010265
412,528.4210723573153
413,547.4001072429799
414,528.5923398597954
415,513.0389712842854
416,526.9777108873288
417,517.3267699028844
418,523.8842823189804
419,526.9067524693066
420,536.1983256231225
421,530.1341397200515
422,542.0564090151843
423,526.1404360341255
424,556.412617178546
425,559.3569909470283
426,600.3499557582345
427,613.7057146965091
428,618.1222941839167
429,610.6609783978672
430,592.5976556314514
431,587.9784526280225
432,581.8042673843034
433,557.5898301568554
434,571.1571252677904
435,573.3612940286868
436,564.6211540803781
437,555.9460056122282
438,567.109794467833
439,568.7907113848979
440,566.5985897627169
441,564.760922573303
442,564.8545773801277
443,544.7333655549755
444,539.2279514410466
445,567.3683629908608
446,556.3495828512994
447,543.7177308967277
448,564.3340148505313
449,566.1027928678146
450,562.3327887790076
451,583.866214738306
452,631.503796875303
453,652.7829438972346
454,640.7061495315296
455,661.7886024351346
456,626.3636021241266
457,642.1187214060961
458,624.9828585101958
459,604.8768544441322
460,612.0736257516622
461,585.9896367261028
462,590.1767089912476
463,606.2463862678457
464,597.96337383057
465,612.4030400161627
466,613.1692999855522
467,610.8224529684973
468,607.4870427192716
469,586.0289488577165
470,593.0986450169389
471,600.4995718325831
472,589.9655671038558
473,607.3840829827566
474,612.3438100844656
475,618.5845456000914
476,603.3789390016539
477,605.3403808299272
478,654.1003145094274
479,677.8629641221073
480,689.8384572172808
481,685.4008064815996
482,690.7043116250077
483,677.9833554958683
484,658.0425116507082
485,657.554917655131
486,642.7798406263098
487,636.230244301981
488,610.8701238316174
489,627.0098755091885
490,614.9925865951507
491,637.0572773814598
492,634.8890453887741
493,652.6670492408977
494,640.3948933032998
495,639.9456570085556
496,633.9635360557938
497,620.8980106191326
498,624.4140305495253
499,623.5707948730237
