t,sd1(t)
304,1.8184228335150308
305,1.5274448686667652
306,1.712603148328672
307,1.806145693835252
308,1.3218314299258105
309,1.1526361820644635
310,1.15914611116602
311,1.6824414868529736
312,1.4271833271202077
313,1.0675512022446907
314,1.0298894753128065
315,0.7783989529711723
316,0.7436651325619712
317,0.6592658114194894
318,0.9681343329664105
319,0.9577950460310507
320,1.5691474603495925
321,1.9270248861713666
322,2.0071000730355295
323,1.5556762895895213
324,0.966452970314665
325,0.937471336989739
326,0.9253908965885004
327,0.7041245725242256
328,0.9882066417879365
329,1.5321730013819184
330,2.3368257879119456
331,2.925966732462794
332,3.7883401862825963
333,4.201962777837557
334,4.632370441482928
335,5.20361063198636
336,5.346552510026498
337,6.233680095791055
338,7.098886472953365
339,7.233705195144818
340,7.631043813388142
341,7.620306519381571
342,8.068978613511543
343,8.562748940545779
344,8.984798912557823
345,9.161254607427347
346,9.398830855752536
347,9.195428777744732
348,9.391699992735026
349,9.642368261717008
350,9.867377698379952
351,10.273106484834994
352,10.219984241632734
353,10.419443560093189
354,10.399012976832285
355,10.633864264818909
356,11.033102131569308
357,11.561190519183185
358,12.074743143067113
359,11.580256632404586
360,11.679144009119968
361,12.09666805075151
362,12.250150618394493
363,12.211201356211083
364,12.529542055128296
365,12.588894220138636
366,12.915649282634694
367,12.818143864373193
368,12.504287613603813
369,12.36543106390065
370,11.704038948006307
371,11.955794794579257
372,12.368934822757408
373,12.532947072568646
374,12.803754918323497
375,12.939817802852643
376,13.36998671412591
377,13.015903292556594
378,12.859613204077757
379,12.783919010015076
380,12.427249015366133
381,11.9543327042831
382,12.149601136570036
383,12.817600978451008
384,12.917637766021624
385,12.713707264698652
386,12.906665265161607
387,12.81689289833729
388,12.61454084982898
389,12.593719607322525
390,12.593181278104625
391,12.146877778978798
392,12.50763104479787
393,12.695614612846786
394,12.479115651110298
395,12.245437997135697
396,11.919182261324746
397,12.44906700541625
398,12.537914639371177
399,12.54691041295814
400,12.181265874564993
401,11.898259970383034
402,11.519310240718434
403,11.492339215823343
404,11.739369418556622
405,11.733855594741238
406,11.357864528799016
407,11.517396565566507
408,11.515566837049267
409,11.287749332278942
410,11.024029931146334
411,10.773056314526507
412,10.671126148045179
413,9.973434489099484
414,9.698887787559636
415,9.503544419753188
416,9.299792081143165
417,9.210786900857206
418,9.410812321929612
419,8.918118158172351
420,8.560286179509909
421,8.555114113232118
422,8.750213616667851
423,8.442681191482482
424,8.32391858677534
425,8.347772549057947
426,8.154898641038066
427,7.764238476350672
428,7.107771379348345
429,6.882078716755752
430,6.76350546533739
431,7.179075231002561
432,7.003871834665371
433,6.991562281986459
434,7.247882333204588
435,6.972128980410623
436,6.884902660983947
437,6.938897642216585
438,7.210623477523833
439,7.083244515622671
440,6.932553373719132
441,6.50548033709732
442,6.157665785509957
443,5.983330849373761
444,6.257329503102893
445,5.667059754398849
446,5.802235945847908
447,5.454647066357936
448,5.1863561224788315
449,5.448735467407824
450,5.585293460728559
451,5.622074160228903
452,5.378791427814713
453,5.508278350280998
454,5.1610050763123425
455,4.681874819517871
456,4.322011646471231
457,4.184021142983065
458,3.9778297439228254
459,4.266702316884343
460,4.4962134819687165
461,4.498642595269109
462,4.121431530071531
463,3.9363286665107924
464,3.7744677135384848
465,4.085013540313248
466,4.5910056135283845
467,4.525750332224447
468,4.155701943259624
469,4.233988665939487
470,4.8181011173415556
471,4.028774534229876
472,3.825908232511632
473,3.450302329684607
474,3.7473442538930866
475,3.9537539496501513
476,4.2163659066965735
477,4.007684767698764
478,3.5974130198730863
479,3.742632671201428
480,3.953278301438544
481,3.4350329732768503
482,3.3565599956109224
483,2.9958275261202565
484,2.92242590157105
485,2.808589736091278
486,2.8761307292919738
487,3.2087019948245854
488,3.392797912372794
489,3.5417262244105543
490,3.2628002490295245
491,3.498051935418867
492,3.387087685566943
493,3.382779556945515
494,3.4022885593615158
495,3.1008237500881743
496,3.341717534492605
497,2.899833168895477
498,2.4805324709458114
499,2.850320934701191
500,2.5398159347525175
501,2.7741677324014633
502,2.676206148246529
503,2.7363511285794013
504,2.646203066914248
505,2.2071633923198375
506,2.1530551387963572
507,2.3585713298221043
508,2.303067140627474
509,1.9841664350254522
510,2.534854246635263
511,2.0972265190935864
512,2.047058905640478
513,2.676747055828976
514,1.8339587565713418
515,2.261625423088184
516,2.288249098188083
517,2.274639856961162
518,2.5456064068094912
519,2.737874951334843
520,2.3938425623706947
521,2.1923242742555886
522,2.283706902440643
523,1.7427385883560171
524,1.4658063299747308
525,1.6619150809813834
526,1.6563002515048897
527,2.019073775561627
528,2.0654286911650743
529,2.3842311355804964
530,2.095014554633677
531,2.193816711494123
532,1.8983973911378063
533,2.0136418721942113
534,2.0896300385489113
535,2.3615158000123517
536,2.392115571932827
537,2.251154303589181
538,2.267963829683036
539,2.501570668682435
540,2.677058797569764
541,2.1557702665220146
542,2.4583491002252438
543,2.3887326778928126
544,2.061485870497213
545,1.731619410207406
546,1.3736947694040067
547,1.417766696719027
548,1.3164295600381513
549,1.190866567483773
550,1.1815249370939345
551,1.3666833166272125
552,1.4175959855423974
553,1.1628048730948288
554,1.2270867505360021
555,1.6274174088729874
556,1.051228819664308
557,1.5503241748395946
558,1.391227391429621
559,1.416116801816119
560,1.1278445087945939
561,0.7963747864918158
562,0.6703029919032439
563,1.116266350322098
564,0.46904103329676733
565,0.9882465233859523
566,1.1423922837784355
567,1.2217169850131842
568,1.3050294934779922
569,0.5850930540701674
570,0.79181228976764
571,0.6933870074382491
572,1.0883279147837541
573,1.1355283348137126
574,1.0908657497965737
575,1.1578962507547246
576,1.1867013227178016
577,1.7912618942613832
578,1.931010642717976
579,1.5026166129296183
580,1.5539246046215542
581,1.9915050113405115
582,1.8802852643251287
583,2.061178770962389
584,1.7641304943146845
585,1.7761880083439714
586,1.0383637424957164
587,0.7961824916938183
588,0.918472635075187
589,1.3519423065783764
590,1.3138567453529293
591,0.9834037962511137
592,1.4216425621725606
593,1.2347727236497645
594,1.534006299303813
595,1.2716974360986397
596,1.703299218464075
597,1.9042697476189772
598,1.5949745811693932
599,1.4119024098183537
600,1.3782740105683393
601,1.8625778747525237
602,2.51027444317774
603,2.7631993357897544
604,3.619474176371709
605,4.14156986927777
606,4.646032713319213
607,4.793622316611199
608,5.743461387624873
609,6.311959346515432
610,6.551523997706775
611,6.7916218634964105
612,7.069147157159622
613,7.573314181288147
614,7.7793227903357405
615,8.50380114857478
616,8.421582675676595
617,8.925980964279566
618,9.041797690168726
619,9.774602272355358
620,9.431887027331031
621,9.522585341155827
622,9.650996078388888
623,10.204242797890993
624,10.355695940840947
625,10.692415752529683
626,10.736835192180461
627,11.256482924729205
628,10.867039114171472
629,11.483286428511404
630,11.565149199041528
631,12.197861519922526
632,11.980476417929195
633,11.585159730221415
634,11.443794974857804
635,11.53074414524984
636,11.972287615059177
637,12.202062951051362
638,12.162227095765472
639,12.021411119072786
640,11.59112505575383
641,12.231110679908113
642,12.538151810208937
643,12.59413449793884
644,12.353211161522534
645,12.574702497939853
646,12.671021285987665
647,12.403225764407473
648,12.72463310510436
649,12.619646272199873
650,12.787561159671299
651,12.338565162092895
652,12.198252481606826
653,12.36359369501588
654,12.185435979708924
655,12.33568042375587
656,12.135391447701076
657,12.370311129155105
658,12.27399581761516
659,12.28565994639107
660,12.496845040236968
661,12.381100514173413
662,12.608334416019678
663,12.94052803494394
664,13.002299659030733
665,13.009574503475537
666,12.536444523028607
667,12.363902908642133
668,11.818837870263234
669,12.235124078242476
670,12.21126416345817
671,12.125853597441578
672,11.922296651403768
673,12.04166361547838
674,12.171205138503222
675,12.397241547927445
676,12.573611864556483
677,12.036256733591639
678,11.773392803972703
679,11.992246433970875
680,11.126891182257191
681,10.701252631231274
682,10.928333777071089
683,10.966068936931103
684,10.233199234741857
685,9.680317771451636
686,9.942578814912931
687,9.933449247328912
688,9.850810967487634
689,9.690645684951434
690,9.305925116624948
691,9.645645926967049
692,9.67851067684216
693,8.95643886733314
694,8.53244501085458
695,8.874522286988155
696,8.98143037390664
697,8.76005776229227
698,8.090472488531557
699,8.042887871553544
700,7.575239133096252
701,7.842702843111381
702,7.568995465268859
703,7.369937760609782
704,6.947934230956489
705,6.931732591149721
706,6.873057160197673
707,7.057176723013163
708,7.001276022235136
709,6.640680352990157
710,6.4558295711059746
711,6.629737674696148
712,6.046059525005511
713,6.451942849722723
714,6.590055736041375
715,6.628599085829958
716,6.2173912735232415
717,5.884693118825536
718,5.562124618417464
719,5.589804023372628
720,5.631748825693277
721,5.516143986230773
722,4.858912424951021
723,5.348237664371209
724,4.883688325353269
725,4.947238159514377
726,4.361601595302781
727,4.372138048142663
728,4.567174727154039
729,4.038197470899109
730,4.455672682274022
731,3.896877813217857
732,4.295921116410604
733,4.054236529594764
734,4.440157775626257
735,3.862230115264717
736,4.095300220172932
737,4.365165345934665
738,4.372175764911352
739,4.434353636029768
740,4.349117011543484
741,3.957488915897754
742,3.6277771479122407
743,3.838989332228774
744,3.6968367304709284
745,3.8275590163525433
746,3.628811738133555
747,3.4523535161934067
748,3.5846775014481462
749,3.4179663833884377
750,3.543324771697243
751,3.4164991376599345
752,3.3865392421110565
753,3.147605304344837
754,2.8010891807637774
755,2.7770024567558123
756,2.687471300139961
757,2.4724476474259816
758,2.4359485752288492
759,2.34957204278814
760,2.268470452990629
761,2.4514743079878296
762,1.977019879803256
763,2.4555163191582254
764,2.989613249997281
765,2.67720029076833
766,2.5182109109492217
767,2.6222947758215978
768,2.9676573578500784
769,3.2093157921206226
770,2.8017737933926115
771,2.381403023500558
772,2.295345440818711
773,2.172773719980366
774,1.9890024931378467
775,2.240788298331949
776,2.271640004118921
777,2.9512590215020182
778,2.672532476723431
779,3.105730410195033
780,2.962609916591351
781,2.7275747804936583
782,2.6389546432736184
783,3.001597547867785
784,2.504047562025141
785,1.98156625007622
786,1.5910018085374644
787,2.021882161732065
788,2.03571658642288
789,2.2435095177574103
790,2.0917752967876435
791,1.818298627857235
792,2.3710967008998347
793,1.9557361367442865
794,1.4802782220515944
795,1.4886479972430264
796,1.0684719613528928
797,1.566591233039691
798,1.8419760247277703
799,1.8181463585652864
800,1.83493505852979
801,1.5483454633259943
802,1.8889499834789936
803,1.547407749234408
804,1.6400252622554354
805,1.5983400089972672
806,1.6253785820808726
807,1.5783306736311766
808,1.7680648815447908
809,1.6640220087144435
810,1.3775655936824007
811,1.3370947083494191
812,1.5188586060844018
813,1.7604432278581092
814,2.1019586665406287
815,1.5080719615217086
816,1.3609946543897786
817,1.2135952353763642
818,1.3135490264578247
819,0.9530890260071633
820,0.7483124689771781
821,0.9938491568140366
822,0.8631014161404829
823,1.3212322752641408
824,1.4837727412306687
825,1.9965072100278458
826,1.9402053372409824
827,1.7861167327830538
828,1.3473178286814673
829,1.4131611497407657
830,1.6144775360605803
831,1.7783671383242936
832,1.744763242009614
833,1.3434988598908741
834,1.2089537399553647
835,0.946416929753866
836,1.4022802392332492
837,1.6256256874370778
838,1.821213304439088
839,1.6487696728733865
840,1.5248020963790885
841,1.9499096116127244
842,1.655032624543832
843,1.5727777193714743
844,1.6252612224370684
845,1.8471758759464416
846,1.7479958254772967
847,1.8514085855079983
848,1.5967718039060552
849,1.6025871087517274
850,1.4180530803733236
851,0.8966394827506438
852,1.1040281465329773
853,1.0768627350712916
854,1.0819745625147734
855,1.0579825321636687
856,0.8362946990768327
857,0.9125554997069376
858,0.8464861613117167
859,0.8035377013659923
860,0.7892123928625563
861,0.7299154134399697
862,0.7443923542974522
863,0.7216504729353136
864,0.7768080815086738
865,0.8219096782344077
866,1.137002547746987
867,1.5112551684325009
868,0.9134754970401487
869,1.3883508573737076
870,1.3742863041235067
871,1.4206926166193994
872,1.785455254988534
873,1.96959544003856
874,2.732828477705535
875,3.1421943414860602
876,3.939667795696967
877,4.418814431849281
878,5.530606976738964
879,5.749457211383009
880,6.283516936535811
881,6.647115820470817
882,7.063167704168965
883,7.446080566823478
884,7.634055698208842
885,7.843039285135698
886,7.854929133142445
887,7.897395666387642
888,8.137157307297446
889,8.365275426611806
890,8.835198000544157
891,9.023012395988951
892,9.857668124697964
893,9.078607943980447
894,9.60870056788682
895,9.97379499841355
896,10.288947116194816
897,10.274601043662141
898,10.6966034586559
899,11.11501725833811
900,10.812956336046739
901,11.384027500801313
902,11.517993959062407
903,11.377263207255426
904,11.703141331523218
905,12.37602869279927
906,12.53505718091762
907,12.579938899968992
908,12.617163429672772
909,12.579988084135332
910,12.498781170997239
911,12.78108833541014
912,12.809411289382378
913,12.837010492324543
914,12.98426134178088
915,12.942390538117504
916,12.98322109773935
917,13.243062360475479
918,13.264065115935336
919,12.990111458831102
920,13.395304126601031
921,13.691518710859198
922,13.74742456448611
923,13.368835065581415
924,13.019919820926784
925,12.270060188380047
926,12.276263748237549
927,12.615585159734856
928,12.559727912179728
929,12.676823700409582
930,12.37668520162838
931,12.272728810941443
932,12.18080131743167
933,12.384591886204284
934,12.217581567095108
935,11.946077472437796
936,11.848285741241236
937,11.666326841874367
938,11.96023940779026
939,12.009791416015956
940,12.033764063174917
941,12.174619709597462
942,12.073307586005603
943,12.006848107774228
944,11.67137978346449
945,11.780845528062846
946,11.599797992353553
947,11.485585190967615
948,11.194349569759254
949,11.29638693710428
950,11.076677462008865
951,11.077497324349425
952,11.108214609646968
953,11.069647450423032
954,11.401987027348461
955,11.110814175942606
956,11.393255129534403
957,10.899086942389035
958,10.950281396124293
959,10.51825376290787
960,10.033695858146283
961,9.896577633286231
962,9.522255403221564
963,9.641565626362151
964,9.709495831370667
965,9.10998876404215
966,8.891704009897863
967,8.703857479955923
968,8.491157992770201
969,8.438555327735015
970,8.001807212846945
971,8.044561378971276
972,7.64476067652533
973,7.82165576419694
974,7.295657923964795
975,7.041046351000443
976,6.911038241834504
977,6.489684112217071
978,6.599028414821594
979,6.486505661394377
980,6.005350759586116
981,6.106733761137775
982,6.298114972096259
983,6.046193206077859
984,6.6963410883255765
985,5.960840919219211
986,6.264310907974588
987,6.489912922324107
988,6.341868223151009
989,6.401050026802022
990,6.438874400947659
991,5.878850791066337
992,5.975665082424788
993,5.55811561744855
994,5.358936127585233
995,5.515098650307647
996,5.32171611662685
997,5.355120630676413
998,5.10295911643184
999,5.69983591250775
1000,5.189608365026528
1001,5.119523969570842
1002,5.1493502147514185
1003,4.7548559894712366
1004,4.470184351087573
1005,4.6441160718537775
1006,4.659116129668368
1007,4.6320627272920145
1008,4.3169519148613675
1009,4.503780788170899
1010,3.9737522789402027
1011,4.20920523790635
1012,3.857307945411256
1013,3.9443403274133493
1014,3.93644123439167
1015,4.140418558036321
1016,3.60028928436815
1017,3.656302907621558
1018,3.4763919622449433
1019,3.4219549577269164
1020,3.3982197563132024
1021,3.155776247110804
1022,3.3185916591581437
1023,3.1228958852390782
1024,3.597989032588024
1025,3.2655294980736365
1026,3.447701197077408
1027,3.4340477398656226
1028,3.2288713129886517
1029,3.4194227751550237
1030,3.175860085868308
1031,3.9073481823822314
1032,3.715991429073756
1033,3.2477920096206123
1034,3.5891075572355393
1035,3.132684736106811
1036,2.9822365321788658
1037,2.2750899982578883
1038,2.4275478463968945
1039,2.4449724795532792
1040,2.8708518878811047
1041,2.764807301153895
1042,2.326291592524386
1043,2.3629640592284207
1044,2.1132532246784583
1045,2.6176670640788604
1046,2.6746192235515194
1047,2.2310243023171576
1048,2.0903153852142657
1049,2.4123889190689902
1050,2.73792307354045
1051,2.446710732564306
1052,2.287762954804092
1053,2.47463858682927
1054,2.419346488356303
1055,2.0746902839188044
1056,2.319014361473501
1057,2.439927246451454
1058,2.539048518285554
1059,2.0191163393785243
1060,1.8846027136541958
1061,1.5498251568458667
1062,1.5079869301841358
1063,1.823651908987282
1064,2.1006128050403223
1065,2.2902963980133393
1066,2.078249556627142
1067,1.793749888250419
1068,1.9075305721986817
1069,1.5710584127666483
1070,1.9972820805473783
1071,1.753408467053588
1072,2.137504821869385
1073,2.106436829705009
1074,1.9062889861594163
1075,1.7564437883599364
1076,1.2170471442611783
1077,1.8894240866953813
1078,1.7403754509431715
1079,1.5312366304694014
1080,1.3992296983986083
1081,1.1669554215075424
1082,1.1971706150698946
1083,1.4916025118965488
1084,1.1627126278024063
1085,1.1636789716273643
1086,1.2809148863791142
1087,1.8322181285373682
1088,2.102190592667351
1089,1.6155020575160597
1090,1.4858459205412557
1091,1.378895494174912
1092,1.6299152064426385
1093,1.6094799596492788
1094,1.0073003834642784
1095,1.394257913656035
1096,1.100526467293625
1097,1.2545789146514248
1098,1.4885661609737464
1099,0.89013763928634
